setup,gene,num_mutated,model,graph,gene_selection,cancer type,num_layer,channels,batch,lr,ratio,dropout,aggregation,criterion,max_features,n_estimator,val_auc,val_acc,val_prec,val_recall
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,32,4,1.0000000000000001e-07,NA,False,hierarchy,NA,NA,NA,0.5695234899523839,0.5351773902585688,0.5294117647058824,0.04633204633204633
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,32,4,1.0000000000000002e-06,NA,False,hierarchy,NA,NA,NA,0.7483810802095225,0.6909200240529164,0.6683738796414853,0.6718146718146718
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,32,4,1e-05,NA,False,hierarchy,NA,NA,NA,0.8124507932634343,0.7294046903187011,0.7224489795918367,0.6833976833976834
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,32,8,1.0000000000000001e-07,NA,False,hierarchy,NA,NA,NA,0.5762417528783218,0.5369813589897775,0.528,0.08494208494208494
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,32,8,1.0000000000000002e-06,NA,False,hierarchy,NA,NA,NA,0.7456167873775098,0.6897173782321107,0.6683870967741935,0.6666666666666666
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,32,8,1e-05,NA,False,hierarchy,NA,NA,NA,0.809013947840133,0.7251954299458809,0.717983651226158,0.6782496782496783
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,32,12,1.0000000000000001e-07,NA,False,hierarchy,NA,NA,NA,0.571150399028503,0.5369813589897775,0.5244755244755245,0.09652509652509653
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,32,12,1.0000000000000002e-06,NA,False,hierarchy,NA,NA,NA,0.7388099160108189,0.6812988574864702,0.6698762035763411,0.6267696267696268
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,32,12,1e-05,NA,False,hierarchy,NA,NA,NA,0.805119534239173,0.7179795550210463,0.7081081081081081,0.6743886743886743
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,40,4,1.0000000000000001e-07,NA,False,hierarchy,NA,NA,NA,0.6520462739424364,0.5327720986169573,0.0,0.0
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,40,4,1.0000000000000002e-06,NA,False,hierarchy,NA,NA,NA,0.7609634787964359,0.6945279615153337,0.6687578419071518,0.685971685971686
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,40,4,1e-05,NA,False,hierarchy,NA,NA,NA,0.8112480426250178,0.7257967528562839,0.7160161507402423,0.6846846846846847
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,40,8,1.0000000000000001e-07,NA,False,hierarchy,NA,NA,NA,0.5823869661341445,0.5309681298857486,0.42857142857142855,0.011583011583011582
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,40,8,1.0000000000000002e-06,NA,False,hierarchy,NA,NA,NA,0.7465130399667645,0.6885147324113049,0.6738255033557047,0.646074646074646
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,40,8,1e-05,NA,False,hierarchy,NA,NA,NA,0.8109357341862986,0.7233914612146722,0.7144790257104194,0.6795366795366795
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,40,12,1.0000000000000001e-07,NA,False,hierarchy,NA,NA,NA,0.5693440941747939,0.5321707757065545,0.48717948717948717,0.02445302445302445
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,40,12,1.0000000000000002e-06,NA,False,hierarchy,NA,NA,NA,0.7439927834961695,0.6861094407696934,0.673469387755102,0.637065637065637
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,40,12,1e-05,NA,False,hierarchy,NA,NA,NA,0.8107541595126245,0.7221888153938665,0.7125506072874493,0.6795366795366795
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,48,4,1.0000000000000001e-07,NA,False,hierarchy,NA,NA,NA,0.6102477840626825,0.5363800360793747,0.5789473684210527,0.028314028314028315
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,48,4,1.0000000000000002e-06,NA,False,hierarchy,NA,NA,NA,0.7670266202997579,0.6975345760673481,0.6683046683046683,0.7001287001287001
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,48,4,1e-05,NA,False,hierarchy,NA,NA,NA,0.8097431517296078,0.7269993986770896,0.7197278911564626,0.6808236808236808
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,48,8,1.0000000000000001e-07,NA,False,hierarchy,NA,NA,NA,0.5899971238571691,0.5411906193625977,0.5972222222222222,0.055341055341055344
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,48,8,1.0000000000000002e-06,NA,False,hierarchy,NA,NA,NA,0.7462530250340634,0.6909200240529164,0.6701164294954722,0.6666666666666666
sorafenib_targets,KIT,4153,GCN,funcoup,NA,pan_cancer,1,48,8,1e-05,NA,False,hierarchy,NA,NA,NA,0.8100743439343892,0.7251954299458809,0.7191780821917808,0.6756756756756757
